driver_id,ts,lat,lon,speed_kph,accel_mps2,brake_mps2,heading_deg,odometer_km,phone_use,road_type,weather_code
D_026,2025-10-04T21:41:02.017013Z,42.930074,-78.90676,43.52,-1.04,2.02,232.2,16506.32,0,city,RAN
D_000,2025-10-04T16:59:02.017013Z,43.060342,-78.748122,42.83,-1.94,-0.28,7.3,14556.07,0,city,CLR
D_069,2025-10-04T21:36:02.017013Z,42.96077,-79.003455,71.83,-2.37,-0.54,280.8,20173.42,0,rural,CLR
D_059,2025-10-04T21:31:02.017013Z,42.938118,-78.749798,105.29,0.51,-2.77,292.3,38744.32,0,highway,CLR
D_020,2025-10-04T20:20:02.017013Z,42.918237,-78.931274,41.65,-1.03,0.04,201.6,5806.5,0,city,CLR
D_083,2025-10-04T21:39:02.017013Z,42.980486,-78.550478,48.0,0.74,0.69,57.1,11237.58,0,city,CLR
D_057,2025-10-04T17:41:02.017013Z,42.905264,-78.778297,39.24,2.34,4.1,290.6,11619.27,0,city,CLR
D_068,2025-10-04T16:23:02.017013Z,43.004381,-78.82524,49.99,2.18,0.09,310.5,3638.92,0,city,CLR
D_082,2025-10-04T20:01:02.017013Z,42.891518,-78.782324,41.34,-0.26,-0.87,240.2,43851.35,0,rural,CLR
D_028,2025-10-04T18:28:02.017013Z,42.994311,-78.623971,89.52,-0.24,1.19,81.5,11797.77,0,highway,CLR
D_065,2025-10-04T18:33:02.017013Z,43.082192,-78.781055,89.25,-0.18,0.63,258.8,30161.27,0,highway,CLR
D_055,2025-10-04T19:49:02.017013Z,43.105785,-78.658545,98.65,0.14,0.47,354.6,23016.72,0,highway,CLR
D_088,2025-10-04T17:29:02.017013Z,43.011293,-78.980225,37.77,-1.98,0.95,244.4,15675.18,0,city,RAN
D_050,2025-10-04T18:16:02.017013Z,43.011767,-78.61366,42.96,4.34,-1.88,76.2,10449.06,0,city,CLR
D_047,2025-10-04T21:43:02.017013Z,43.040426,-78.753313,64.95,0.98,0.11,129.5,9526.54,0,rural,CLR
D_088,2025-10-04T18:14:02.017013Z,42.91602,-79.064555,84.05,0.87,0.53,118.7,15721.98,0,rural,CLR
D_015,2025-10-04T20:39:02.017013Z,43.042527,-78.857098,58.5,0.35,2.9,93.7,37937.74,0,rural,CLR
D_037,2025-10-04T15:52:02.017013Z,42.975895,-78.853942,35.15,0.55,-1.85,233.2,3479.81,0,city,CLR
D_038,2025-10-04T19:41:02.017013Z,43.002265,-78.91371,105.92,-2.89,1.06,53.5,3392.51,0,highway,CLR
D_041,2025-10-04T18:27:02.017013Z,42.951813,-78.882979,81.83,-0.82,-1.88,52.4,4510.75,0,highway,CLR
D_075,2025-10-04T17:25:02.017013Z,43.066516,-78.789988,98.6,-0.04,1.73,259.0,45190.8,0,highway,CLR
D_030,2025-10-04T20:57:02.017013Z,42.903122,-78.532561,40.6,-0.67,1.41,55.5,34673.19,0,city,CLR
D_078,2025-10-04T20:50:02.017013Z,43.247306,-78.955925,28.14,0.89,1.66,353.7,2491.87,0,city,CLR
D_074,2025-10-04T16:44:02.017013Z,43.018375,-78.736738,87.77,-0.33,-2.44,90.6,30870.0,0,highway,SNW
D_085,2025-10-04T21:05:02.017013Z,43.063572,-78.673932,62.41,0.18,-0.92,150.5,6168.45,0,rural,RAN
D_079,2025-10-04T19:13:02.017013Z,42.907039,-78.891168,99.13,0.09,-0.14,211.0,29821.77,0,highway,CLR
D_049,2025-10-04T21:37:02.017013Z,42.922789,-78.727759,50.26,0.24,-0.16,53.3,40452.99,0,city,CLR
D_049,2025-10-04T17:43:02.017013Z,42.845768,-78.798098,23.79,1.06,-0.35,179.9,40201.32,0,city,CLR
D_062,2025-10-04T19:40:02.017013Z,42.912587,-79.002871,85.88,3.26,1.36,139.9,42710.75,0,highway,CLR
D_061,2025-10-04T20:49:02.017013Z,43.073372,-78.637043,23.31,-0.58,-0.27,129.9,23120.63,0,city,CLR
D_066,2025-10-04T21:30:02.017013Z,42.942763,-78.84883,56.68,0.43,1.7,299.0,24537.48,0,city,CLR
D_065,2025-10-04T20:38:02.017013Z,43.030411,-79.05951,103.72,0.49,-0.31,16.1,30293.82,0,highway,RAN
D_079,2025-10-04T18:46:02.017013Z,42.902929,-78.853544,27.91,-2.81,-1.11,9.3,29797.91,0,city,CLR
D_011,2025-10-04T17:24:02.017013Z,42.982845,-78.91144,43.66,0.57,1.49,291.0,31362.22,0,city,CLR
D_076,2025-10-04T21:30:02.017013Z,43.065381,-78.809491,92.06,2.79,2.37,36.2,30523.36,0,highway,CLR
D_070,2025-10-04T16:28:02.017013Z,42.938164,-78.838231,88.74,1.69,-2.64,46.0,13697.4,0,highway,SNW
D_084,2025-10-04T21:41:02.017013Z,42.873769,-79.115947,107.46,0.44,-0.95,332.4,28544.26,0,highway,CLR
D_038,2025-10-04T21:08:02.017013Z,42.935652,-78.952121,39.21,0.5,-0.88,74.7,3484.16,0,city,CLR
D_071,2025-10-04T16:25:02.017013Z,42.98363,-78.777259,47.65,-0.8,-1.01,298.7,11343.0,0,city,CLR
D_035,2025-10-04T18:57:02.017013Z,42.977233,-78.730363,99.58,-0.88,-2.4,237.6,5408.38,0,highway,CLR
D_067,2025-10-04T19:14:02.017013Z,42.976319,-78.853139,110.07,-1.0,1.53,131.8,45293.78,1,highway,RAN
D_092,2025-10-04T19:17:02.017013Z,42.791258,-78.802254,99.36,-1.93,0.39,204.9,12397.68,1,highway,CLR
D_065,2025-10-04T16:34:02.017013Z,42.959104,-78.873329,102.67,-2.16,0.59,313.0,30038.27,0,highway,CLR
D_012,2025-10-04T21:08:02.017013Z,42.959674,-79.078423,20.59,1.65,-3.97,101.0,24042.44,0,city,RAN
D_058,2025-10-04T20:17:02.017013Z,43.003037,-79.124016,56.81,0.43,-1.66,227.7,27063.71,0,rural,CLR
D_071,2025-10-04T19:52:02.017013Z,42.677409,-78.858828,50.24,1.1,0.55,2.6,11562.21,0,rural,CLR
D_071,2025-10-04T18:25:02.017013Z,42.783076,-78.91297,41.51,3.41,2.26,52.9,11464.9,0,city,RAN
D_080,2025-10-04T18:38:02.017013Z,42.851927,-78.799912,38.83,-0.36,-1.47,136.8,10026.62,0,city,CLR
D_052,2025-10-04T21:06:02.017013Z,42.948381,-78.662412,99.67,2.85,3.48,127.2,17377.36,1,highway,CLR
D_081,2025-10-04T16:24:02.017013Z,42.901306,-78.714556,91.75,-0.64,-1.73,307.9,47217.25,0,highway,RAN
D_049,2025-10-04T17:01:02.017013Z,42.903744,-78.806937,46.14,-0.08,-1.17,113.7,40156.55,0,city,CLR
D_084,2025-10-04T21:33:02.017013Z,42.857338,-79.043032,98.13,-0.9,0.3,306.1,28533.38,1,highway,RAN
D_085,2025-10-04T16:43:02.017013Z,42.997645,-78.702876,27.69,-1.18,-1.09,216.2,5900.17,0,city,CLR
D_079,2025-10-04T19:54:02.017013Z,42.905805,-78.837898,47.8,2.42,-0.28,291.3,29864.33,0,city,CLR
D_022,2025-10-04T19:10:02.017013Z,43.037345,-78.553828,32.42,1.04,0.41,132.8,34240.21,0,city,CLR
D_047,2025-10-04T20:34:02.017013Z,43.076091,-78.703025,64.44,-1.89,3.21,121.3,9456.05,1,rural,RAN
D_028,2025-10-04T17:16:02.017013Z,42.987585,-78.721065,90.56,0.84,-5.33,325.1,11728.04,0,highway,CLR
D_039,2025-10-04T18:05:02.017013Z,42.963377,-78.780475,46.34,1.51,1.25,86.2,49666.65,0,city,CLR
D_062,2025-10-04T20:49:02.017013Z,43.023506,-79.006112,62.56,0.74,2.94,16.3,42776.14,0,rural,RAN
D_088,2025-10-04T20:56:02.017013Z,43.055117,-79.127315,37.23,0.62,-0.47,139.4,15894.1,0,city,RAN
D_046,2025-10-04T16:20:02.017013Z,42.943365,-78.74934,98.05,-1.69,-0.85,168.4,42334.54,0,highway,CLR
D_093,2025-10-04T17:18:02.017013Z,42.949207,-78.787816,66.99,1.63,0.33,206.1,24337.55,0,rural,RAN
D_091,2025-10-04T18:25:02.017013Z,43.066651,-78.917701,50.2,-0.82,-1.89,283.5,43518.46,0,city,RAN
D_070,2025-10-04T21:09:02.017013Z,42.988419,-78.722148,104.31,2.47,-0.72,94.7,13992.12,0,highway,CLR
D_072,2025-10-04T19:00:02.017013Z,43.189251,-78.715522,34.51,2.25,-3.24,245.3,30550.39,0,city,CLR
D_087,2025-10-04T21:35:02.017013Z,43.044159,-78.788753,92.2,-0.78,0.64,37.8,33809.81,0,highway,CLR
D_020,2025-10-04T19:19:02.017013Z,42.967596,-78.990057,35.07,-0.31,-1.66,26.3,5739.74,0,city,CLR
D_021,2025-10-04T21:44:02.017013Z,42.895635,-78.757511,37.93,0.66,0.93,206.5,28936.78,0,city,CLR
D_091,2025-10-04T17:19:02.017013Z,43.029366,-78.853804,52.91,1.44,-2.04,203.0,43447.22,0,city,RAN
D_007,2025-10-04T19:56:02.017013Z,42.966299,-78.909433,88.07,0.79,0.0,114.6,36423.84,0,highway,SNW
D_087,2025-10-04T20:05:02.017013Z,43.037161,-78.872982,94.26,0.44,0.98,263.1,33716.97,0,highway,CLR
D_061,2025-10-04T19:40:02.017013Z,43.008404,-78.814028,45.79,1.41,-2.73,312.1,23050.58,0,city,CLR
D_010,2025-10-04T17:29:02.017013Z,42.779929,-78.816709,23.36,-0.5,-2.52,173.9,31199.57,0,city,CLR
D_008,2025-10-04T18:34:02.017013Z,43.017921,-79.069808,48.84,0.24,1.2,95.5,28634.65,0,city,CLR
D_021,2025-10-04T20:25:02.017013Z,42.953396,-78.752453,35.35,0.62,-2.26,38.3,28859.15,0,city,RAN
D_058,2025-10-04T17:30:02.017013Z,42.942307,-78.985565,30.11,2.44,0.09,170.6,26880.23,0,city,CLR
D_007,2025-10-04T16:01:02.017013Z,42.947884,-78.759534,107.64,-2.76,2.15,251.4,36169.58,0,highway,CLR
D_015,2025-10-04T18:22:02.017013Z,43.014812,-78.792678,44.7,-0.36,-0.1,164.6,37804.89,0,city,RAN
D_013,2025-10-04T18:46:02.017013Z,42.848395,-78.767594,71.08,0.23,-2.98,90.6,39883.04,0,rural,CLR
D_044,2025-10-04T18:37:02.017013Z,43.144172,-78.927286,41.81,-0.63,1.79,21.9,31536.35,0,city,RAN
D_053,2025-10-04T18:26:02.017013Z,42.951248,-79.026614,46.8,0.81,0.02,204.5,26744.92,0,city,CLR
D_005,2025-10-04T17:38:02.017013Z,43.062022,-78.736497,82.67,-1.33,-2.8,215.6,44553.5,0,highway,RAN
D_053,2025-10-04T20:30:02.017013Z,43.12641,-79.119018,35.17,0.25,1.18,318.9,26873.69,1,city,CLR
D_064,2025-10-04T16:25:02.017013Z,42.974727,-78.851369,30.93,-2.62,-1.98,341.2,8843.08,1,city,RAN
D_053,2025-10-04T21:19:02.017013Z,43.155444,-79.040247,63.67,2.82,-0.87,237.1,26926.93,0,rural,CLR
D_005,2025-10-04T20:05:02.017013Z,42.999601,-78.668626,39.47,-0.85,0.74,147.3,44700.6,0,city,CLR
D_054,2025-10-04T21:19:02.017013Z,42.901424,-79.040227,41.38,1.61,-1.35,14.0,3545.12,0,city,CLR
D_085,2025-10-04T20:17:02.017013Z,43.034333,-78.670691,62.95,-2.92,-0.11,235.1,6118.09,0,rural,RAN
D_025,2025-10-04T20:29:02.017013Z,43.031437,-79.060317,68.53,-0.84,-5.43,353.4,6033.39,0,rural,CLR
D_050,2025-10-04T16:09:02.017013Z,42.94871,-78.763806,46.85,0.73,2.0,305.7,10319.48,0,city,CLR
D_097,2025-10-04T21:29:02.017013Z,42.950701,-78.956155,91.21,0.92,-0.15,280.8,7060.55,1,highway,CLR
D_077,2025-10-04T20:46:02.017013Z,42.8232,-78.998248,52.1,-0.82,0.2,109.0,5859.03,0,city,CLR
D_001,2025-10-04T20:55:02.017013Z,43.058025,-78.727887,40.95,-2.73,0.06,333.6,12015.74,0,city,CLR
D_008,2025-10-04T18:23:02.017013Z,43.020123,-79.099716,92.51,0.5,-0.8,348.1,28626.48,0,highway,CLR
D_091,2025-10-04T18:13:02.017013Z,43.077348,-78.958097,47.51,-0.3,1.78,55.6,43506.98,0,city,CLR
D_096,2025-10-04T20:27:02.017013Z,43.015079,-78.596133,96.02,1.46,-0.71,329.7,23324.36,0,highway,CLR
D_029,2025-10-04T18:46:02.017013Z,42.945281,-78.940767,90.96,-0.62,0.37,66.2,44637.26,0,highway,CLR
D_035,2025-10-04T16:18:02.017013Z,42.955898,-78.704286,57.6,0.77,1.11,36.8,5232.72,0,rural,CLR
D_020,2025-10-04T20:32:02.017013Z,42.934908,-78.916162,92.16,1.19,0.89,258.3,5819.35,0,highway,CLR
D_087,2025-10-04T20:41:02.017013Z,43.076162,-78.843182,57.49,0.2,-0.82,189.2,33755.11,0,rural,CLR
D_010,2025-10-04T18:16:02.017013Z,42.745547,-78.803075,39.82,0.63,-1.91,147.7,31247.67,0,city,CLR
D_031,2025-10-04T18:14:02.017013Z,42.924598,-78.926959,95.99,-0.93,2.4,234.1,40450.82,0,highway,SNW
D_092,2025-10-04T19:14:02.017013Z,42.801788,-78.776004,107.33,-1.8,0.52,261.2,12394.39,0,highway,CLR
D_078,2025-10-04T17:01:02.017013Z,43.044634,-78.771461,102.36,-1.01,-2.21,338.3,2257.1,0,highway,SNW
D_001,2025-10-04T16:02:02.017013Z,42.899117,-78.8363,28.47,1.82,0.71,99.9,11693.36,0,city,RAN
D_004,2025-10-04T21:11:02.017013Z,43.04106,-78.835766,51.5,0.35,-1.66,161.7,41350.06,0,rural,RAN
D_086,2025-10-04T20:55:02.017013Z,43.117683,-78.636747,60.76,0.3,0.21,112.6,15708.37,0,city,RAN
D_063,2025-10-04T21:15:02.017013Z,42.970525,-78.891298,19.75,-0.23,-3.08,70.5,19645.82,0,city,CLR
D_020,2025-10-04T20:55:02.017013Z,42.956988,-78.918609,34.82,-4.4,-4.23,20.2,5844.12,0,city,CLR
D_007,2025-10-04T16:00:02.017013Z,42.953064,-78.738669,34.73,-1.1,-4.77,171.1,36167.79,0,city,SNW
D_045,2025-10-04T20:29:02.017013Z,42.776211,-78.822888,71.79,0.16,0.43,334.5,45521.13,0,rural,CLR
D_005,2025-10-04T18:36:02.017013Z,43.037287,-78.643985,33.91,1.76,-1.36,165.5,44613.06,0,city,SNW
D_071,2025-10-04T18:29:02.017013Z,42.789971,-78.902037,46.48,0.53,-0.83,219.2,11469.58,0,city,CLR
D_022,2025-10-04T16:41:02.017013Z,42.892754,-78.78657,45.97,1.6,1.27,221.6,34082.64,0,city,CLR
D_029,2025-10-04T21:38:02.017013Z,42.88744,-78.931943,117.62,0.62,-0.93,225.5,44816.31,0,highway,CLR
D_018,2025-10-04T18:28:02.017013Z,42.950733,-78.982651,89.05,-2.38,-1.34,26.8,16780.12,0,highway,RAN
D_070,2025-10-04T17:09:02.017013Z,42.905904,-78.874445,75.18,1.94,-1.31,14.6,13739.09,0,highway,RAN
D_036,2025-10-04T19:48:02.017013Z,42.934322,-78.924267,34.44,-1.36,-0.93,335.9,36438.02,0,city,CLR
D_082,2025-10-04T20:56:02.017013Z,42.975028,-78.808673,113.45,3.31,-0.17,351.2,43910.4,0,highway,CLR
D_087,2025-10-04T20:55:02.017013Z,43.046216,-78.787967,40.45,-0.96,-1.47,81.3,33768.6,0,city,SNW
D_027,2025-10-04T18:22:02.017013Z,43.011384,-78.613312,92.07,0.8,-0.51,6.6,43500.69,0,highway,RAN
D_015,2025-10-04T19:02:02.017013Z,42.964618,-78.763628,99.07,1.37,-1.51,68.3,37844.32,0,highway,CLR
D_019,2025-10-04T19:25:02.017013Z,42.90006,-78.823995,47.11,-0.57,-0.76,171.3,9722.86,1,city,CLR
D_069,2025-10-04T17:46:02.017013Z,42.948797,-78.915951,47.15,3.67,0.52,6.7,19929.59,0,city,CLR
D_018,2025-10-04T21:18:02.017013Z,43.025441,-78.749371,41.31,1.81,1.28,120.7,16958.56,0,city,CLR
D_081,2025-10-04T18:31:02.017013Z,42.966279,-78.643695,43.34,1.28,-1.6,178.2,47346.31,0,city,CLR
D_081,2025-10-04T21:32:02.017013Z,42.915009,-78.623067,107.49,0.79,4.43,331.5,47531.38,0,highway,CLR
D_060,2025-10-04T15:47:02.017013Z,42.950569,-78.835955,25.43,1.86,-3.21,330.2,3905.07,0,city,SNW
D_028,2025-10-04T18:32:02.017013Z,42.990656,-78.635153,35.28,-2.3,0.87,250.2,11802.77,0,city,CLR
D_018,2025-10-04T19:58:02.017013Z,42.990995,-78.981064,34.36,1.96,-1.2,287.1,16870.36,0,city,CLR
D_020,2025-10-04T17:28:02.017013Z,43.033804,-78.89054,82.6,0.52,-3.24,249.1,5624.8,0,highway,CLR
D_033,2025-10-04T20:56:02.017013Z,42.896428,-79.054925,61.19,-2.31,-2.89,328.6,27776.44,0,rural,RAN
D_037,2025-10-04T18:11:02.017013Z,43.022198,-79.226193,110.43,0.38,-0.3,280.0,3618.25,0,highway,CLR
D_084,2025-10-04T16:38:02.017013Z,42.944554,-78.764312,90.22,1.71,-3.13,319.2,28214.24,0,highway,CLR
D_097,2025-10-04T17:43:02.017013Z,43.045389,-78.841438,108.69,-1.68,-2.7,187.5,6818.79,0,highway,RAN
D_051,2025-10-04T20:10:02.017013Z,42.877783,-78.487009,61.42,-0.71,1.54,18.8,10243.74,0,rural,CLR
D_093,2025-10-04T20:04:02.017013Z,43.090971,-78.635377,107.94,2.5,0.76,3.1,24519.43,0,highway,CLR
D_043,2025-10-04T21:19:02.017013Z,42.930028,-78.556367,102.74,-2.82,-1.54,250.4,7091.44,0,highway,RAN
D_026,2025-10-04T17:27:02.017013Z,42.889792,-78.93462,67.47,0.4,-3.09,111.2,16235.73,0,rural,CLR
D_042,2025-10-04T19:11:02.017013Z,43.042834,-78.686447,38.78,-0.36,-1.07,341.0,32907.89,0,city,CLR
D_015,2025-10-04T18:15:02.017013Z,43.004346,-78.783884,71.24,1.41,-0.31,252.0,37798.49,0,rural,CLR
D_023,2025-10-04T16:46:02.017013Z,43.060165,-78.753506,93.9,-0.46,0.99,185.1,20248.63,0,highway,CLR
D_000,2025-10-04T17:39:02.017013Z,43.069348,-78.748843,51.6,0.19,0.93,198.7,14595.05,0,city,CLR
D_008,2025-10-04T16:32:02.017013Z,42.884042,-78.830714,72.19,1.49,-1.76,62.8,28501.54,0,highway,CLR
D_016,2025-10-04T17:21:02.017013Z,42.95216,-78.982057,52.47,0.42,-2.67,197.6,19696.67,0,city,CLR
D_016,2025-10-04T21:38:02.017013Z,42.905028,-78.87674,25.74,-3.15,-0.4,357.8,19971.15,0,city,CLR
D_035,2025-10-04T17:21:02.017013Z,42.986742,-78.702789,95.72,2.3,-2.66,185.1,5301.22,0,highway,RAN
D_056,2025-10-04T16:46:02.017013Z,42.870509,-78.90364,58.41,2.24,-2.3,194.3,27510.19,1,rural,CLR
D_049,2025-10-04T17:35:02.017013Z,42.867677,-78.826548,73.61,1.8,-1.9,176.3,40195.16,0,rural,CLR
D_006,2025-10-04T17:04:02.017013Z,42.966752,-78.838938,50.65,0.02,1.88,338.3,46516.09,0,city,RAN
D_005,2025-10-04T19:54:02.017013Z,43.002532,-78.657948,101.73,-0.01,1.64,48.1,44690.98,0,highway,SNW
D_089,2025-10-04T16:14:02.017013Z,42.861192,-78.838841,67.79,-1.9,-0.16,97.2,37075.71,0,rural,RAN
D_027,2025-10-04T15:55:02.017013Z,42.984576,-78.774397,91.92,0.96,0.64,114.0,43354.98,0,highway,CLR
D_046,2025-10-04T16:43:02.017013Z,42.902596,-78.710606,42.9,0.46,2.07,254.4,42360.27,0,city,RAN
D_039,2025-10-04T19:38:02.017013Z,43.082087,-78.77499,61.29,-0.05,-1.18,106.6,49765.46,0,city,CLR
D_023,2025-10-04T18:25:02.017013Z,43.076877,-78.875518,26.76,0.11,-0.11,234.9,20357.2,1,city,RAN
D_048,2025-10-04T17:23:02.017013Z,42.869177,-78.772561,32.2,-0.5,-2.51,210.4,8522.99,0,city,CLR
D_054,2025-10-04T19:26:02.017013Z,42.930419,-79.01565,90.31,1.8,-1.53,24.5,3423.04,0,highway,RAN
D_031,2025-10-04T16:17:02.017013Z,42.969453,-78.809489,38.12,1.67,-2.09,109.4,40318.1,0,city,CLR
D_040,2025-10-04T19:29:02.017013Z,43.023743,-78.801232,54.45,-2.19,0.82,17.0,12637.3,0,city,CLR
D_004,2025-10-04T17:11:02.017013Z,42.963357,-78.826621,37.83,-0.31,1.28,94.7,41091.77,0,city,CLR
D_080,2025-10-04T20:26:02.017013Z,42.808662,-78.785099,42.38,2.2,-0.88,341.4,10142.0,0,city,CLR
D_034,2025-10-04T20:39:02.017013Z,42.954849,-78.815336,105.41,2.08,-1.32,58.3,17936.95,0,highway,CLR
D_040,2025-10-04T20:13:02.017013Z,43.081835,-78.798799,90.24,3.87,-1.24,158.8,12682.25,1,highway,CLR
D_065,2025-10-04T20:23:02.017013Z,43.035499,-79.07369,90.26,0.87,0.84,119.6,30277.61,0,highway,RAN
D_001,2025-10-04T17:09:02.017013Z,43.009809,-78.832963,25.65,-1.13,3.41,36.4,11767.09,0,city,CLR
D_059,2025-10-04T16:56:02.017013Z,42.896775,-78.906496,102.65,-1.07,-2.34,314.3,38461.25,0,highway,CLR
D_033,2025-10-04T17:31:02.017013Z,42.871987,-79.020499,25.22,-0.03,1.96,222.9,27575.67,0,city,CLR
D_043,2025-10-04T20:13:02.017013Z,42.964693,-78.571664,50.5,1.26,-0.81,277.3,7017.91,0,city,CLR
D_018,2025-10-04T21:06:02.017013Z,43.059031,-78.779536,31.25,-0.29,-2.41,128.0,16943.42,0,city,CLR
D_034,2025-10-04T20:21:02.017013Z,42.971626,-78.854674,102.94,0.68,-1.35,261.4,17916.87,1,highway,RAN
D_070,2025-10-04T18:37:02.017013Z,42.917754,-78.822696,19.61,-1.08,-0.95,167.3,13835.33,0,city,RAN
D_004,2025-10-04T19:08:02.017013Z,42.986274,-78.87441,69.47,-0.06,-1.87,115.9,41220.14,0,highway,CLR
D_049,2025-10-04T16:51:02.017013Z,42.939821,-78.846175,47.52,-0.44,-3.01,279.9,40147.79,0,city,CLR
D_070,2025-10-04T18:46:02.017013Z,42.887361,-78.775567,86.7,-0.14,-2.45,81.1,13845.75,0,highway,CLR
D_033,2025-10-04T18:26:02.017013Z,42.823993,-79.020757,47.21,1.53,1.16,105.6,27623.81,0,city,CLR
D_014,2025-10-04T19:43:02.017013Z,42.820806,-78.886602,41.12,0.63,-1.94,46.3,9925.8,0,city,CLR
D_055,2025-10-04T21:25:02.017013Z,43.106987,-78.675433,70.9,-2.6,0.92,200.4,23122.29,0,rural,CLR
D_000,2025-10-04T20:34:02.017013Z,42.978617,-78.828984,47.54,0.94,0.6,232.8,14794.06,0,rural,CLR
D_095,2025-10-04T18:02:02.017013Z,42.929713,-78.791392,91.43,0.76,0.57,130.4,30639.78,0,highway,CLR
D_062,2025-10-04T19:59:02.017013Z,42.926419,-79.011447,64.86,0.65,3.65,331.7,42731.54,0,city,CLR
D_046,2025-10-04T21:34:02.017013Z,43.037729,-78.528276,63.93,-1.09,-4.99,101.6,42663.47,0,rural,CLR
D_029,2025-10-04T17:00:02.017013Z,42.954286,-78.880364,99.78,-1.45,0.59,347.9,44524.5,0,highway,CLR
D_027,2025-10-04T19:31:02.017013Z,42.976006,-78.48228,63.12,1.36,1.05,32.5,43574.22,0,rural,CLR
D_074,2025-10-04T21:11:02.017013Z,43.12565,-78.531212,86.74,-1.95,-0.62,201.7,31153.04,0,highway,CLR
D_043,2025-10-04T19:29:02.017013Z,42.93345,-78.596641,33.58,1.42,-2.21,308.8,6977.07,0,city,CLR
D_041,2025-10-04T18:10:02.017013Z,42.95855,-78.905911,29.73,0.72,0.63,226.6,4492.28,0,city,CLR
D_071,2025-10-04T16:44:02.017013Z,42.91668,-78.778748,87.33,-0.28,-1.67,167.5,11362.29,0,highway,CLR
D_077,2025-10-04T19:08:02.017013Z,42.773735,-78.920592,23.56,-1.48,-1.47,155.7,5756.98,0,city,CLR
D_046,2025-10-04T20:20:02.017013Z,42.95664,-78.469395,97.12,-2.12,0.07,247.3,42592.56,0,highway,RAN
D_020,2025-10-04T19:21:02.017013Z,42.94496,-78.99195,98.65,0.44,1.7,167.6,5742.41,0,highway,RAN
D_013,2025-10-04T17:57:02.017013Z,42.867082,-78.874367,51.06,3.37,0.31,306.0,39836.32,0,rural,CLR
D_044,2025-10-04T17:41:02.017013Z,43.092148,-78.944175,29.63,0.52,0.85,112.1,31472.91,0,city,RAN
D_072,2025-10-04T18:19:02.017013Z,43.159685,-78.719637,77.29,3.02,1.18,308.8,30505.29,0,rural,CLR
D_019,2025-10-04T16:51:02.017013Z,42.87599,-78.794773,100.43,1.37,-2.38,141.4,9560.67,0,highway,CLR
D_051,2025-10-04T19:02:02.017013Z,42.927309,-78.554218,67.52,-0.33,0.19,104.2,10168.74,0,rural,CLR
D_021,2025-10-04T21:40:02.017013Z,42.891529,-78.76717,115.16,2.41,-3.66,300.0,28933.2,0,highway,RAN
D_009,2025-10-04T21:36:02.017013Z,42.850653,-78.997095,42.81,2.35,-4.49,165.9,8785.64,0,city,RAN
D_062,2025-10-04T17:06:02.017013Z,42.976807,-78.892937,48.19,0.73,0.11,190.6,42545.01,0,city,CLR
D_048,2025-10-04T16:59:02.017013Z,42.89198,-78.744967,25.83,0.86,1.63,100.5,8502.78,0,city,CLR
D_061,2025-10-04T17:57:02.017013Z,42.989066,-78.86761,110.15,-0.42,-0.31,302.2,22940.44,0,highway,CLR
D_003,2025-10-04T16:28:02.017013Z,42.911839,-78.798017,31.47,-0.16,1.51,97.9,37747.36,0,city,CLR
D_088,2025-10-04T18:18:02.017013Z,42.936748,-79.063819,103.66,-0.29,4.12,13.2,15726.91,0,highway,CLR
D_083,2025-10-04T19:53:02.017013Z,43.001689,-78.642814,79.94,1.97,1.44,260.1,11131.98,0,rural,SNW
D_046,2025-10-04T16:52:02.017013Z,42.891062,-78.716666,55.21,1.35,-2.34,156.8,42367.5,0,rural,CLR
D_075,2025-10-04T20:02:02.017013Z,43.100023,-78.95548,83.98,1.91,3.01,127.9,45360.2,0,highway,CLR
D_059,2025-10-04T17:05:02.017013Z,42.894922,-78.903632,21.32,2.45,1.86,289.8,38467.88,0,city,CLR
D_098,2025-10-04T15:51:02.017013Z,42.942744,-78.806611,69.1,-0.79,-0.26,173.9,4030.25,0,rural,CLR
D_025,2025-10-04T17:09:02.017013Z,42.976812,-78.973651,92.15,-0.3,-1.58,325.0,5831.77,0,highway,RAN
D_002,2025-10-04T16:42:02.017013Z,43.009287,-78.805967,35.64,-1.98,-3.52,153.7,41976.88,0,city,RAN
D_029,2025-10-04T21:20:02.017013Z,42.91878,-78.831085,90.26,-1.9,0.18,245.9,44796.33,0,highway,CLR
D_008,2025-10-04T20:44:02.017013Z,42.892318,-79.08031,29.15,0.33,-0.56,116.0,28774.11,1,city,CLR
D_013,2025-10-04T20:54:02.017013Z,42.679034,-78.736149,44.33,1.03,0.63,183.0,40015.38,0,city,RAN
D_010,2025-10-04T18:03:02.017013Z,42.788999,-78.859998,116.9,-1.55,-0.77,47.6,31236.42,0,highway,CLR
D_036,2025-10-04T17:58:02.017013Z,42.935493,-78.883329,37.7,1.6,-1.35,193.3,36326.5,0,city,CLR
D_049,2025-10-04T18:22:02.017013Z,42.905428,-78.769112,92.4,1.18,0.89,272.2,40241.23,0,highway,CLR
D_003,2025-10-04T18:17:02.017013Z,42.977551,-78.965529,90.34,-4.28,0.45,69.0,37860.71,1,highway,CLR
D_060,2025-10-04T18:16:02.017013Z,43.083158,-78.987157,33.53,0.29,0.96,59.1,4058.19,1,city,CLR
D_070,2025-10-04T21:07:02.017013Z,42.985167,-78.742253,104.79,0.06,-1.64,151.2,13989.87,0,highway,CLR
