driver_id,ts,lat,lon,speed_kph,accel_mps2,brake_mps2,heading_deg,odometer_km,phone_use,road_type,weather_code,hard_brake
D_096,2025-10-05T23:44:42.890762+00:00,42.991931,-78.515254,81.61,1.94,-1.57,229.7,23298.31,0,rural,CLR,0
D_014,2025-10-05T21:52:42.890762+00:00,42.94536,-78.811243,49.58,-1.14,2.83,64.0,9831.09,0,city,CLR,0
D_011,2025-10-05T22:03:42.890762+00:00,42.902196,-78.910793,89.26,-0.6,-0.03,317.2,31421.78,0,highway,CLR,0
D_019,2025-10-05T21:26:42.890762+00:00,42.863149,-78.782028,33.7,1.55,0.33,45.9,9619.9,0,city,CLR,0
D_042,2025-10-05T22:33:42.890762+00:00,43.016861,-78.725405,95.33,0.7,1.21,52.7,32889.29,0,highway,SNW,0
D_052,2025-10-05T22:45:42.890762+00:00,42.816705,-78.798978,94.85,1.5,-1.6,221.6,17247.77,0,highway,CLR,0
D_021,2025-10-05T21:38:42.890762+00:00,42.999406,-78.824679,86.63,-0.23,1.1,77.3,28705.45,0,rural,CLR,0
D_040,2025-10-05T22:21:42.890762+00:00,43.035081,-78.78718,82.54,-2.52,-1.9,192.8,12588.72,0,highway,CLR,0
D_021,2025-10-05T23:42:42.890762+00:00,42.945158,-78.771857,101.16,2.48,0.86,199.9,28837.74,0,highway,RAN,0
D_017,2025-10-05T23:58:42.890762+00:00,42.967418,-78.886432,92.03,-1.91,-0.96,150.3,44196.82,0,highway,RAN,0
D_087,2025-10-05T19:28:42.890762+00:00,42.947364,-78.83518,88.69,2.38,0.06,208.8,33447.8,0,highway,CLR,0
D_039,2025-10-05T22:34:42.890762+00:00,42.992442,-78.712164,42.19,3.31,-0.6,92.3,49716.97,0,city,RAN,0
D_094,2025-10-05T20:44:42.890762+00:00,42.896357,-78.796124,100.2,2.01,0.88,82.8,37635.3,0,highway,CLR,0
D_011,2025-10-05T20:44:42.890762+00:00,42.972884,-78.929725,106.4,1.74,2.22,249.5,31340.57,0,highway,CLR,0
D_001,2025-10-05T21:06:42.890762+00:00,43.048645,-78.85339,100.36,-1.01,-1.88,38.9,11782.77,0,highway,CLR,0
D_062,2025-10-06T00:35:42.890762+00:00,43.037115,-79.037572,85.88,1.33,2.27,330.1,42782.78,0,rural,CLR,0
D_008,2025-10-06T00:17:42.890762+00:00,42.909752,-79.075476,102.74,-1.82,2.66,220.4,28767.49,0,highway,RAN,0
D_017,2025-10-05T21:38:42.890762+00:00,43.024402,-78.862453,32.21,-0.73,1.96,119.1,44047.82,0,city,CLR,0
D_042,2025-10-06T01:24:42.890762+00:00,43.052588,-78.597022,99.29,1.68,2.02,72.2,33063.95,0,highway,RAN,0
D_010,2025-10-06T01:07:42.890762+00:00,42.813016,-78.981266,60.57,0.26,-0.27,34.5,31449.19,0,rural,RAN,0
D_059,2025-10-05T22:05:42.890762+00:00,42.975,-78.740328,50.42,-0.55,0.89,11.8,38551.48,0,city,RAN,0
D_025,2025-10-05T22:52:42.890762+00:00,43.061508,-78.943416,108.1,-2.15,-1.32,36.8,5952.73,1,highway,CLR,0
D_014,2025-10-05T23:01:42.890762+00:00,42.827689,-78.86111,50.36,1.13,0.21,163.8,9902.75,0,city,CLR,0
D_020,2025-10-06T01:02:42.890762+00:00,42.982865,-78.965349,97.89,-2.19,2.04,311.5,5869.3,0,highway,CLR,0
D_027,2025-10-06T00:44:42.890762+00:00,42.970409,-78.59624,47.35,-0.04,-0.97,69.1,43677.47,0,city,CLR,0
D_015,2025-10-05T23:32:42.890762+00:00,43.002561,-78.818025,28.7,-0.35,1.74,20.3,37890.94,0,city,CLR,0
D_017,2025-10-06T00:45:42.890762+00:00,42.946225,-78.744924,104.05,2.18,-0.07,85.9,44246.46,0,highway,CLR,0
D_065,2025-10-05T21:33:42.890762+00:00,43.105839,-78.881324,37.77,-0.62,-2.34,224.9,30116.1,0,city,CLR,0
D_090,2025-10-05T22:23:42.890762+00:00,42.959795,-78.955029,96.11,-0.76,0.54,8.6,31210.84,0,highway,SNW,0
D_068,2025-10-05T19:33:42.890762+00:00,42.978885,-78.885477,45.08,0.53,0.2,257.9,3606.32,0,city,CLR,0
D_070,2025-10-05T20:32:42.890762+00:00,42.888119,-78.93203,35.96,0.42,2.06,164.6,13719.21,0,city,CLR,0
D_017,2025-10-05T21:29:42.890762+00:00,43.00504,-78.854783,94.18,0.22,-1.25,235.4,44039.97,0,highway,CLR,0
D_081,2025-10-05T21:19:42.890762+00:00,42.944185,-78.710814,25.91,-1.92,-2.09,117.0,47291.92,0,city,RAN,0
D_053,2025-10-05T22:10:42.890762+00:00,42.979347,-79.032749,78.46,1.89,-4.02,315.1,26748.47,0,highway,CLR,0
D_073,2025-10-06T00:57:42.890762+00:00,42.964806,-78.589792,29.91,1.21,-1.15,191.1,45972.11,0,city,CLR,0
D_036,2025-10-05T21:03:42.890762+00:00,43.028319,-78.907683,119.88,2.26,1.39,193.1,36291.05,0,highway,CLR,0
D_095,2025-10-05T23:21:42.890762+00:00,42.785376,-78.804712,89.83,0.8,0.91,151.4,30749.89,1,highway,CLR,0
D_047,2025-10-05T22:51:42.890762+00:00,43.011198,-78.681605,38.88,0.55,-0.77,153.0,9363.88,0,city,CLR,0
D_057,2025-10-05T21:57:42.890762+00:00,42.782688,-78.877154,65.52,-0.86,-2.66,116.9,11655.4,0,rural,CLR,0
D_022,2025-10-05T20:42:42.890762+00:00,42.917487,-78.743901,36.3,-0.03,-0.52,110.7,34107.52,0,city,CLR,0
D_074,2025-10-05T20:35:42.890762+00:00,43.0403,-78.685343,51.39,1.33,-3.97,76.1,30879.31,0,city,CLR,0
D_045,2025-10-05T22:04:42.890762+00:00,42.861324,-78.731782,98.75,0.31,0.31,144.4,45386.47,0,highway,RAN,0
D_008,2025-10-05T20:40:42.890762+00:00,42.883289,-78.949233,39.27,2.25,3.2,328.5,28530.86,0,city,CLR,0
D_014,2025-10-05T20:07:42.890762+00:00,42.9292,-78.772365,32.37,-1.45,-0.69,300.3,9721.61,0,city,CLR,0
D_062,2025-10-06T00:48:42.890762+00:00,43.023136,-79.013769,103.4,-0.75,-1.82,238.8,42802.14,0,highway,CLR,0
D_034,2025-10-05T19:27:42.890762+00:00,42.953448,-78.838987,41.72,1.22,-0.48,205.3,17633.25,0,city,CLR,0
D_030,2025-10-05T20:18:42.890762+00:00,42.940897,-78.786925,26.92,0.29,-2.75,172.3,34410.03,0,city,CLR,0
D_046,2025-10-05T22:22:42.890762+00:00,42.979163,-78.573721,102.96,2.69,0.15,53.0,42486.27,0,highway,CLR,0
D_019,2025-10-05T20:16:42.890762+00:00,42.870639,-78.783538,74.84,-0.38,1.59,67.2,9545.6,0,rural,CLR,0
D_018,2025-10-05T23:34:42.890762+00:00,42.983467,-78.950108,49.54,0.48,0.99,40.3,16866.86,0,city,CLR,0
D_004,2025-10-06T00:18:42.890762+00:00,42.963924,-78.832866,92.03,-2.14,-1.8,167.5,41313.27,0,highway,CLR,0
D_015,2025-10-05T20:33:42.890762+00:00,43.04388,-78.777959,101.32,1.17,1.96,243.0,37709.39,0,highway,CLR,0
D_060,2025-10-05T20:38:42.890762+00:00,42.968487,-78.938165,42.08,-0.46,-0.96,239.9,3980.5,0,city,RAN,0
D_017,2025-10-06T00:48:42.890762+00:00,42.957529,-78.765198,92.12,-0.75,-2.34,298.0,44249.72,0,highway,CLR,0
D_004,2025-10-06T01:14:42.890762+00:00,43.006786,-78.831331,42.15,-1.87,0.8,56.4,41371.26,0,city,RAN,0
D_028,2025-10-05T22:08:42.890762+00:00,42.992321,-78.642095,90.39,0.44,2.15,344.6,11796.28,0,highway,RAN,0
D_054,2025-10-05T22:01:42.890762+00:00,42.934462,-78.926363,25.41,-1.03,-2.02,295.3,3352.45,0,city,RAN,0
D_039,2025-10-05T20:10:42.890762+00:00,43.011882,-78.70279,80.5,0.36,0.86,11.7,49564.31,0,rural,CLR,0
D_043,2025-10-05T21:51:42.890762+00:00,42.963867,-78.720249,41.76,-0.99,-0.16,94.3,6895.9,0,city,RAN,0
D_012,2025-10-05T19:41:42.890762+00:00,42.943113,-78.818013,40.78,0.58,-2.24,279.2,23718.17,0,city,CLR,0
D_039,2025-10-05T23:29:42.890762+00:00,43.102616,-78.73347,82.79,-0.3,-1.39,94.3,49776.69,0,highway,CLR,0
D_029,2025-10-06T00:13:42.890762+00:00,42.919562,-78.912684,62.54,1.01,-0.62,46.3,44745.58,0,rural,CLR,0
D_066,2025-10-06T00:08:42.890762+00:00,42.920784,-78.75445,31.25,-1.67,0.98,125.1,24469.3,0,city,CLR,0
D_061,2025-10-05T23:24:42.890762+00:00,42.990048,-78.806776,85.18,-0.23,-1.41,277.5,23055.15,0,highway,CLR,0
D_066,2025-10-05T20:48:42.890762+00:00,42.86241,-78.868044,53.9,-1.28,3.68,221.6,24255.06,0,rural,RAN,0
D_049,2025-10-06T00:02:42.890762+00:00,42.947236,-78.758508,43.33,2.64,-0.38,108.8,40373.53,1,city,CLR,0
D_071,2025-10-05T20:05:42.890762+00:00,42.980181,-78.768705,118.31,1.2,-0.67,298.5,11342.21,0,highway,CLR,0
D_010,2025-10-05T23:52:42.890762+00:00,42.813353,-78.859912,55.29,-1.14,1.53,339.3,31373.22,1,rural,CLR,0
D_061,2025-10-05T21:28:42.890762+00:00,42.984759,-78.861013,56.77,0.62,-2.37,129.1,22930.09,0,city,CLR,0
D_085,2025-10-05T22:24:42.890762+00:00,42.955776,-78.687354,35.58,1.4,-1.64,311.5,6020.32,0,city,CLR,0
D_067,2025-10-05T23:39:42.890762+00:00,42.940908,-78.810445,48.78,0.6,0.32,164.1,45336.09,0,city,CLR,0
D_056,2025-10-06T00:27:42.890762+00:00,42.781569,-78.765339,49.38,0.86,-3.02,91.7,27763.81,0,city,CLR,0
D_015,2025-10-05T21:45:42.890762+00:00,43.003209,-78.807279,51.19,1.33,0.38,25.2,37789.16,0,rural,CLR,0
D_005,2025-10-05T20:32:42.890762+00:00,42.980972,-78.72778,94.51,-1.25,-0.89,12.6,44504.3,0,highway,SNW,0
D_068,2025-10-05T22:08:42.890762+00:00,42.849189,-78.890659,32.36,1.74,-0.18,329.0,3766.81,0,city,CLR,0
D_036,2025-10-06T00:18:42.890762+00:00,42.922444,-78.795014,31.5,2.21,-1.38,32.7,36497.23,1,city,CLR,0
D_023,2025-10-05T20:23:42.890762+00:00,43.092496,-78.742358,30.35,-0.58,-2.78,97.2,20243.15,0,city,RAN,0
D_023,2025-10-05T21:43:42.890762+00:00,43.054531,-78.925874,98.71,0.27,2.59,310.8,20334.44,0,highway,CLR,0
D_047,2025-10-06T01:25:42.890762+00:00,43.054493,-78.763452,105.64,-1.49,-0.52,332.1,9528.3,0,highway,CLR,0
D_098,2025-10-05T22:37:42.890762+00:00,43.114314,-78.870404,90.24,1.1,4.39,19.7,4228.82,0,highway,CLR,0
D_005,2025-10-05T22:40:42.890762+00:00,43.034208,-78.660295,41.33,0.72,3.06,67.2,44637.86,0,city,CLR,0
D_059,2025-10-05T21:15:42.890762+00:00,42.93185,-78.892597,90.76,-0.64,-1.2,140.9,38501.06,0,highway,CLR,0
D_037,2025-10-05T22:18:42.890762+00:00,43.016385,-79.26161,93.76,-0.55,-1.25,327.8,3647.23,0,highway,RAN,0
D_011,2025-10-05T23:46:42.890762+00:00,42.800805,-78.93862,47.16,0.1,-2.38,104.1,31532.63,0,city,CLR,0
D_065,2025-10-05T20:48:42.890762+00:00,43.00336,-78.892831,24.04,0.32,-1.84,260.5,30072.67,0,city,CLR,0
D_003,2025-10-05T23:53:42.890762+00:00,43.025424,-78.851801,103.7,3.49,-0.7,303.0,37984.5,0,highway,RAN,0
D_087,2025-10-05T23:55:42.890762+00:00,43.060725,-78.820852,56.4,0.62,2.07,100.6,33726.56,0,city,CLR,0
D_017,2025-10-05T20:55:42.890762+00:00,42.978359,-78.86186,52.39,1.94,-1.6,264.1,44008.67,0,city,RAN,0
D_095,2025-10-06T01:23:42.890762+00:00,42.69257,-78.670771,45.13,-3.78,-0.69,180.8,30870.49,0,city,CLR,0
D_060,2025-10-06T01:07:42.890762+00:00,43.015902,-78.661449,69.47,-1.86,-0.45,77.0,4257.47,0,rural,CLR,0
D_089,2025-10-05T20:40:42.890762+00:00,42.857129,-78.831708,55.6,0.8,-1.51,63.8,37124.71,0,rural,RAN,0
D_088,2025-10-06T00:50:42.890762+00:00,43.075462,-79.149659,33.25,0.07,1.49,310.3,15908.06,0,city,SNW,0
D_071,2025-10-05T23:39:42.890762+00:00,42.677644,-78.870733,45.99,1.79,-2.18,267.3,11566.77,0,city,CLR,0
D_020,2025-10-05T20:29:42.890762+00:00,42.990909,-78.873324,50.12,3.74,-0.53,89.5,5583.56,0,city,SNW,0
D_019,2025-10-06T00:20:42.890762+00:00,42.861175,-78.945955,54.47,-0.26,0.67,320.8,9806.93,0,city,RAN,0
D_021,2025-10-06T01:24:42.890762+00:00,42.900754,-78.754058,87.83,-1.25,1.67,69.8,28936.15,0,highway,CLR,0
D_090,2025-10-05T23:02:42.890762+00:00,43.000171,-79.028948,107.0,1.42,-0.05,14.8,31253.18,1,highway,CLR,0
D_075,2025-10-05T22:22:42.890762+00:00,43.082052,-78.883632,79.76,2.34,0.44,350.8,45274.74,0,highway,CLR,0
D_032,2025-10-05T21:51:42.890762+00:00,43.150134,-78.832459,92.75,1.53,0.58,347.0,31102.84,0,highway,CLR,0
D_086,2025-10-05T21:00:42.890762+00:00,42.980015,-78.628324,83.05,0.76,-4.36,137.5,15481.25,0,highway,RAN,0
D_040,2025-10-06T00:42:42.890762+00:00,43.043631,-78.851466,54.46,-2.35,-0.42,123.7,12734.69,0,city,CLR,0
D_069,2025-10-05T20:28:42.890762+00:00,42.856885,-78.771908,43.27,-0.73,-3.08,249.5,19865.11,0,city,CLR,0
D_041,2025-10-06T00:51:42.890762+00:00,42.964637,-78.963312,45.87,0.48,0.45,76.4,4680.91,0,city,CLR,0
D_097,2025-10-05T19:29:42.890762+00:00,42.954672,-78.819942,43.58,1.07,-1.17,41.3,6700.68,0,city,CLR,0
D_029,2025-10-05T20:31:42.890762+00:00,42.956595,-78.883883,39.11,1.41,-0.52,187.0,44512.77,0,city,RAN,0
D_068,2025-10-05T20:48:42.890762+00:00,42.980832,-78.871044,104.96,0.93,2.14,46.2,3687.35,0,highway,CLR,0
D_053,2025-10-05T21:38:42.890762+00:00,42.943124,-78.965461,52.57,1.83,-2.45,256.1,26715.95,0,city,CLR,0
D_084,2025-10-05T19:57:42.890762+00:00,42.927142,-78.795382,36.86,1.6,-1.59,20.7,28193.3,0,city,CLR,0
D_085,2025-10-05T20:48:42.890762+00:00,43.064628,-78.71391,98.94,-0.56,-1.93,28.8,5925.73,0,highway,CLR,0
D_018,2025-10-05T21:36:42.890762+00:00,43.007342,-78.96002,98.44,-1.03,0.66,249.8,16746.76,0,highway,RAN,0
D_083,2025-10-06T01:20:42.890762+00:00,42.980486,-78.550478,48.0,0.74,0.69,57.1,11237.58,0,city,CLR,0
D_051,2025-10-05T20:18:42.890762+00:00,42.958774,-78.789996,61.0,-0.17,-2.53,309.3,10014.99,0,rural,CLR,0
D_042,2025-10-05T20:41:42.890762+00:00,42.92957,-78.745559,42.32,0.7,-0.09,131.6,32776.38,0,city,CLR,0
D_047,2025-10-05T22:35:42.890762+00:00,43.007798,-78.697301,103.04,2.1,-2.23,21.5,9345.88,0,highway,CLR,0
D_062,2025-10-06T00:47:42.890762+00:00,43.03122,-78.995664,96.87,-0.35,0.52,46.6,42800.42,0,highway,CLR,0
D_035,2025-10-06T00:48:42.890762+00:00,43.005531,-78.489122,101.5,3.04,-1.82,306.6,5548.09,0,highway,RAN,0
D_019,2025-10-05T21:58:42.890762+00:00,42.860662,-78.775296,40.94,0.68,-0.93,149.2,9649.96,0,city,CLR,0
D_028,2025-10-05T23:54:42.890762+00:00,42.999631,-78.642649,88.9,0.92,-2.18,166.7,11913.65,0,highway,CLR,0
D_077,2025-10-06T00:02:42.890762+00:00,42.848852,-78.964602,98.44,0.35,-1.01,324.3,5831.3,0,highway,CLR,0
D_070,2025-10-06T00:46:42.890762+00:00,42.99816,-78.765033,32.07,1.66,-0.73,62.3,13987.1,0,city,CLR,0
D_071,2025-10-05T22:04:42.890762+00:00,42.767969,-78.907104,43.83,-1.22,-0.03,15.9,11462.59,0,city,CLR,0
D_028,2025-10-05T23:00:42.890762+00:00,42.947159,-78.545163,102.66,-0.08,0.97,137.5,11853.77,0,highway,SNW,0
D_052,2025-10-05T23:36:42.890762+00:00,42.917931,-78.828451,51.32,1.2,0.81,352.6,17298.5,0,city,CLR,0
D_060,2025-10-06T00:45:42.890762+00:00,42.999025,-78.668442,84.08,-3.66,-2.17,164.7,4236.65,0,highway,CLR,0
D_059,2025-10-05T21:18:42.890762+00:00,42.92553,-78.890661,81.34,-1.46,0.41,87.4,38504.15,0,highway,CLR,0
D_056,2025-10-05T21:34:42.890762+00:00,42.805809,-78.672651,48.77,-1.58,-1.54,252.9,27587.53,0,city,SNW,0
D_062,2025-10-06T00:41:42.890762+00:00,43.031042,-79.022906,107.86,-0.34,-1.09,116.4,42792.29,0,highway,RAN,0
D_068,2025-10-05T22:43:42.890762+00:00,42.874468,-78.895305,64.81,-0.48,-1.12,185.2,3803.3,0,rural,RAN,0
D_076,2025-10-05T21:11:42.890762+00:00,42.933703,-78.835284,41.15,1.8,1.91,278.6,30270.37,0,city,CLR,0
D_076,2025-10-05T20:19:42.890762+00:00,42.950733,-78.807548,92.57,-0.97,-0.41,116.2,30224.88,0,highway,CLR,0
D_019,2025-10-05T19:48:42.890762+00:00,42.878026,-78.819674,29.21,-0.33,0.69,116.2,9515.4,0,city,CLR,0
D_053,2025-10-06T00:28:42.890762+00:00,43.139067,-79.066278,45.79,1.94,-3.25,164.9,26892.03,0,city,CLR,0
D_053,2025-10-05T23:47:42.890762+00:00,43.07158,-79.128318,49.9,-1.55,1.02,309.6,26850.58,0,rural,CLR,0
D_039,2025-10-06T00:09:42.890762+00:00,43.135072,-78.743109,91.73,-0.97,1.31,241.4,49814.76,0,highway,CLR,0
D_034,2025-10-05T23:11:42.890762+00:00,43.052984,-78.7355,38.35,1.23,0.98,4.9,17864.3,0,city,CLR,0
D_029,2025-10-06T00:18:42.890762+00:00,42.923291,-78.868648,42.42,-2.26,-4.31,24.8,44750.59,0,city,RAN,0
D_091,2025-10-06T00:49:42.890762+00:00,43.02586,-78.971355,52.69,2.09,-0.79,107.3,43674.32,0,rural,CLR,0
D_017,2025-10-05T21:17:42.890762+00:00,43.004963,-78.844953,55.69,0.22,-0.65,8.9,44028.37,0,city,CLR,0
D_093,2025-10-05T23:04:42.890762+00:00,43.141636,-78.709882,94.02,0.13,-1.33,4.1,24475.68,0,highway,CLR,0
D_045,2025-10-05T23:01:42.890762+00:00,42.782791,-78.882761,66.66,2.47,-0.89,87.4,45444.91,0,rural,CLR,0
D_071,2025-10-06T00:42:42.890762+00:00,42.731775,-78.902676,19.61,-0.58,0.15,300.8,11631.66,0,city,RAN,0
D_095,2025-10-05T19:52:42.890762+00:00,42.925874,-78.79175,31.7,-0.35,-0.86,83.8,30518.19,0,city,CLR,0
D_053,2025-10-05T20:26:42.890762+00:00,42.992817,-78.899811,44.36,2.09,-2.47,113.0,26634.56,0,city,CLR,0
D_035,2025-10-05T21:53:42.890762+00:00,42.932992,-78.744726,30.76,0.44,1.5,207.3,5355.95,0,city,CLR,0
D_058,2025-10-05T21:26:42.890762+00:00,42.976228,-79.067228,108.61,-2.91,-1.12,299.7,26895.75,0,highway,CLR,0
D_083,2025-10-05T23:22:42.890762+00:00,43.031468,-78.635635,72.46,-2.13,-1.3,197.2,11118.49,0,rural,RAN,0
D_064,2025-10-05T22:08:42.890762+00:00,42.982094,-79.025831,26.09,-1.43,4.1,89.7,8970.19,0,city,RAN,0
D_047,2025-10-05T19:44:42.890762+00:00,42.929734,-78.804615,77.01,0.01,1.05,334.2,9163.26,0,rural,RAN,0
D_025,2025-10-06T00:21:42.890762+00:00,43.019056,-79.10669,47.0,0.33,-0.09,346.2,6043.52,0,city,CLR,0
D_055,2025-10-05T23:13:42.890762+00:00,43.123309,-78.734091,100.28,1.36,-1.73,359.2,22993.88,0,highway,RAN,0
D_075,2025-10-05T21:46:42.890762+00:00,43.100535,-78.844172,55.15,-0.38,0.52,343.8,45234.95,0,city,CLR,0
D_086,2025-10-05T20:53:42.890762+00:00,42.988719,-78.635579,59.36,-0.71,-1.43,69.9,15473.86,0,rural,CLR,0
D_055,2025-10-06T01:20:42.890762+00:00,43.065666,-78.718946,96.64,0.22,-0.86,15.8,23138.97,0,highway,RAN,0
D_004,2025-10-05T23:43:42.890762+00:00,42.937768,-78.804128,24.41,1.34,-0.4,112.2,41274.31,0,city,RAN,0
D_025,2025-10-05T20:06:42.890762+00:00,42.963479,-78.788789,24.3,0.49,-1.11,113.5,5784.99,1,city,CLR,0
D_016,2025-10-06T00:06:42.890762+00:00,42.892848,-78.910959,37.06,0.13,-1.75,107.3,19891.93,0,city,CLR,0
D_099,2025-10-05T21:41:42.890762+00:00,42.887624,-78.983556,116.01,-0.13,-0.8,267.9,36643.3,0,highway,CLR,0
D_086,2025-10-05T21:09:42.890762+00:00,43.000395,-78.647182,39.65,-0.48,2.08,87.6,15492.49,0,city,SNW,0
D_019,2025-10-05T20:57:42.890762+00:00,42.821774,-78.777241,93.37,-0.23,0.87,153.3,9590.12,0,highway,CLR,0
D_009,2025-10-05T20:45:42.890762+00:00,42.871037,-78.887234,54.0,-0.73,-2.05,233.9,8513.81,0,rural,CLR,0
D_020,2025-10-06T00:42:42.890762+00:00,42.969908,-78.91659,86.39,1.25,-0.77,320.4,5849.28,0,highway,CLR,0
D_097,2025-10-05T19:26:42.890762+00:00,42.950797,-78.807814,92.11,-0.7,-2.82,98.9,6697.68,0,highway,CLR,0
D_095,2025-10-05T22:51:42.890762+00:00,42.77045,-78.81401,92.59,0.64,3.08,238.5,30717.37,0,highway,RAN,0
D_003,2025-10-05T22:16:42.890762+00:00,42.975024,-78.912133,99.85,-1.71,-0.67,274.8,37878.66,0,highway,RAN,0
D_008,2025-10-05T22:29:42.890762+00:00,43.015017,-79.015972,35.18,-0.44,2.13,189.1,28651.13,0,city,CLR,0
D_004,2025-10-05T19:48:42.890762+00:00,42.97435,-78.807592,85.07,-0.27,-0.77,18.5,41026.13,0,highway,CLR,0
D_091,2025-10-05T23:00:42.890762+00:00,43.052115,-78.911774,33.97,-3.43,-2.06,63.7,43565.35,0,city,RAN,0
D_004,2025-10-05T21:45:42.890762+00:00,42.928071,-78.857271,103.02,-0.46,0.89,195.4,41151.74,0,highway,CLR,0
D_030,2025-10-05T23:21:42.890762+00:00,42.923788,-78.507784,21.56,-1.1,-2.18,329.5,34604.82,0,city,CLR,0
D_085,2025-10-05T23:58:42.890762+00:00,43.034333,-78.670691,62.95,-2.92,-0.11,235.1,6118.09,0,rural,RAN,0
D_021,2025-10-05T21:22:42.890762+00:00,42.977499,-78.817324,83.8,-2.11,-1.11,69.1,28686.91,0,highway,CLR,0
D_077,2025-10-05T20:04:42.890762+00:00,42.817924,-78.893351,89.79,-0.68,-1.95,127.8,5586.47,0,highway,CLR,0
D_063,2025-10-06T00:21:42.890762+00:00,43.021083,-78.98578,41.47,-2.12,-0.16,21.4,19610.55,0,city,RAN,0
D_057,2025-10-06T00:25:42.890762+00:00,42.630107,-79.018704,51.99,-0.6,-0.87,307.6,11800.33,0,city,CLR,0
D_085,2025-10-05T23:37:42.890762+00:00,43.030363,-78.629806,58.82,0.41,-0.69,149.5,6097.84,0,city,CLR,0
D_045,2025-10-06T00:14:42.890762+00:00,42.77299,-78.826671,42.16,-0.68,0.21,29.7,45525.45,0,city,CLR,0
D_074,2025-10-05T20:38:42.890762+00:00,43.028758,-78.677684,40.81,0.65,-1.36,36.7,30882.66,0,city,RAN,0
D_071,2025-10-05T20:03:42.890762+00:00,42.968248,-78.766435,92.25,1.22,-5.75,263.3,11338.64,0,highway,CLR,0
D_034,2025-10-05T21:45:42.890762+00:00,43.050372,-78.843741,23.68,1.88,0.67,53.4,17777.42,0,city,CLR,0
D_022,2025-10-05T20:46:42.890762+00:00,42.912723,-78.737904,87.54,-3.23,0.59,211.5,34111.85,0,highway,RAN,0
D_042,2025-10-06T00:16:42.890762+00:00,43.04947,-78.56827,32.19,-0.04,-2.36,207.5,32989.03,0,city,RAN,0
D_048,2025-10-05T23:55:42.890762+00:00,42.960083,-78.932203,118.12,-0.61,4.43,209.4,8708.61,0,highway,CLR,0
D_057,2025-10-05T23:56:42.890762+00:00,42.681525,-79.001874,9.6,0.23,-1.59,249.7,11774.99,0,city,SNW,0
D_086,2025-10-05T19:53:42.890762+00:00,42.971302,-78.832292,44.92,0.58,-4.22,258.0,15402.71,0,city,CLR,0
D_016,2025-10-05T19:27:42.890762+00:00,42.93592,-78.816496,95.57,2.88,0.23,119.8,19609.87,0,highway,CLR,0
D_000,2025-10-05T19:35:42.890762+00:00,43.008194,-78.790122,22.36,0.09,0.83,315.5,14486.99,0,city,CLR,0
D_087,2025-10-05T21:01:42.890762+00:00,42.940936,-78.712783,13.82,-2.15,-1.23,97.7,33545.09,0,city,CLR,0
D_011,2025-10-05T22:36:42.890762+00:00,42.794281,-78.884599,44.16,1.06,-3.6,96.1,31456.58,0,city,CLR,0
D_066,2025-10-05T22:11:42.890762+00:00,42.899852,-78.793132,59.55,1.14,-0.65,108.5,24348.51,0,rural,CLR,0
D_011,2025-10-05T21:53:42.890762+00:00,42.929925,-78.926965,20.69,-0.59,1.73,101.6,31410.65,0,city,CLR,0
D_041,2025-10-05T23:25:42.890762+00:00,43.042939,-78.88297,27.25,0.75,-1.32,69.5,4589.93,0,city,CLR,0
D_094,2025-10-05T21:54:42.890762+00:00,42.880077,-78.738183,36.71,0.86,-3.31,130.6,37708.82,0,city,CLR,0
D_061,2025-10-06T00:35:42.890762+00:00,43.087643,-78.644292,51.65,-0.18,-1.54,313.1,23127.15,0,city,RAN,0
D_008,2025-10-05T21:13:42.890762+00:00,42.914777,-78.983239,34.12,-0.76,-0.6,30.5,28570.82,0,city,CLR,0
D_042,2025-10-05T20:17:42.890762+00:00,42.952078,-78.72588,36.71,3.02,1.45,77.2,32754.38,0,city,CLR,0
D_058,2025-10-05T22:42:42.890762+00:00,42.992769,-79.109458,39.02,-1.4,-0.4,4.0,26976.23,0,city,RAN,0
D_038,2025-10-05T21:52:42.890762+00:00,43.057454,-78.866567,52.46,-3.16,-1.99,172.7,3291.54,0,city,CLR,0
D_003,2025-10-05T21:37:42.890762+00:00,42.94905,-79.04006,37.61,-0.8,-1.47,1.9,37841.95,0,city,CLR,0
D_003,2025-10-06T00:38:42.890762+00:00,42.988359,-78.757536,85.61,0.89,-0.76,344.7,38025.79,0,highway,CLR,0
D_077,2025-10-05T23:07:42.890762+00:00,42.799411,-78.875195,35.16,1.34,3.01,169.9,5775.3,0,city,CLR,0
D_074,2025-10-05T23:13:42.890762+00:00,43.079679,-78.501208,26.4,-0.93,-1.77,8.4,31046.72,0,city,CLR,0
D_011,2025-10-05T21:47:42.890762+00:00,42.944375,-78.887696,70.76,-0.12,-1.93,73.6,31405.2,0,rural,CLR,0
D_088,2025-10-05T20:32:42.890762+00:00,43.037922,-78.781955,90.03,0.58,-0.44,161.2,15635.56,0,highway,CLR,0
D_089,2025-10-05T23:01:42.890762+00:00,42.757271,-78.891032,68.12,-1.5,-1.22,305.9,37276.58,0,rural,RAN,0
D_096,2025-10-06T00:54:42.890762+00:00,43.066597,-78.548743,88.22,-0.99,-2.68,11.4,23374.46,1,highway,CLR,0
D_015,2025-10-05T23:38:42.890762+00:00,43.019197,-78.86312,103.15,0.69,0.35,305.9,37897.01,0,highway,RAN,0
